trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
77,True,"{'a': 0.0, 'e': 0.0}",20,9,21.981764159522605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.0, 'e': 0.0}",20,8,23.217059269846942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.0, 'e': 0.0}",20,8,23.96469958132099,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.0, 'e': 0.0}",30,18,21.919351503259517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.0, 'e': 0.0}",20,16,8.872741978545564,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.0, 'e': 0.0}",20,14,11.586019662061348,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.0, 'e': 0.0}",30,13,31.934580904042882,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0.0, 'e': 0.0}",25,17,16.82062376486454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.0, 'e': 0.0}",20,9,19.61212546860795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.0, 'e': 0.0}",20,13,11.651043324449638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.0, 'e': 0.0}",20,12,15.576426142384086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.0, 'e': 0.0}",20,10,15.223229890741196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0.0, 'e': 0.0}",20,10,19.395997253668867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.0, 'e': 0.0}",30,18,27.32272874516176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.0, 'e': 0.0}",35,15,37.23675300523396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.0, 'e': 0.0}",20,3,26.17335215903707,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.0, 'e': 0.0}",20,15,7.779335780543586,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0.0, 'e': 0.0}",20,3,31.61248283523537,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.0, 'e': 0.0}",25,18,13.787448639551066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.0, 'e': 0.0}",30,16,26.507774818367746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0.0, 'e': 0.0}",25,19,10.880448257834843,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.0, 'e': 0.0}",25,13,22.439086333930053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.0, 'e': 0.0}",25,13,23.879022148358125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.0, 'e': 0.0}",20,12,13.661924949699703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'a': 0.0, 'e': 0.0}",20,12,14.784019493631149,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'a': 0.0, 'e': 0.0}",20,12,19.134779435351813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,True,"{'a': 0.0, 'e': 0.0}",25,12,23.519157959998395,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,True,"{'a': 0.0, 'e': 0.0}",20,14,9.632432458695678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,True,"{'a': 0.0, 'e': 0.0}",35,21,27.844471921605837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'a': 0.0, 'e': 0.0}",30,17,24.582709937356075,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'a': 0.0, 'e': 0.0}",25,11,30.00847791042151,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'a': 0.0, 'e': 0.0}",20,10,16.692403653589462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,True,"{'a': 0.0, 'e': 0.0}",35,17,34.60965838732662,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,True,"{'a': 0.0, 'e': 0.0}",20,9,18.02605602900258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,True,"{'a': 0.0, 'e': 0.0}",20,11,17.424714430085004,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,True,"{'a': 0.0, 'e': 0.0}",25,18,16.7701361191334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,True,"{'a': 0.0, 'e': 0.0}",20,9,20.12979920169356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'a': 0.0, 'e': 0.0}",20,9,20.027142662114098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'a': 0.0, 'e': 0.0}",30,11,34.918387522603005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,True,"{'a': 0.0, 'e': 0.0}",30,21,19.768544046402297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'a': 0.0, 'e': 0.0}",20,9,18.141866559869705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,True,"{'a': 0.0, 'e': 0.0}",30,17,27.100205045054253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,True,"{'a': 0.0, 'e': 0.0}",20,16,9.418074697479735,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,True,"{'a': 0.0, 'e': 0.0}",25,15,22.488502065736814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'a': 0.0, 'e': 0.0}",25,14,19.615515087180583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'a': 0.0, 'e': 0.0}",20,8,22.26225593153307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,True,"{'a': 0.0, 'e': 0.0}",20,9,19.81419944608608,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,True,"{'a': 0.0, 'e': 0.0}",20,8,21.39863241820839,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,True,"{'a': 0.0, 'e': 0.0}",20,8,22.34825335771082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,True,"{'a': 0.0, 'e': 0.0}",20,13,12.536183064023012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'a': 0.0, 'e': 0.0}",25,10,26.261625521733098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'a': 0.0, 'e': 0.0}",20,16,8.356357474312848,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,True,"{'a': 0.0, 'e': 0.0}",20,14,12.974401675937983,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,True,"{'a': 0.0, 'e': 0.0}",20,13,12.310541002696443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,True,"{'a': 0.0, 'e': 0.0}",25,15,20.251522553216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'a': 0.0, 'e': 0.0}",20,12,16.251504390931174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,True,"{'a': 0.0, 'e': 0.0}",20,11,16.791921374102184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,True,"{'a': 0.0, 'e': 0.0}",25,7,33.34430039218613,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,True,"{'a': 0.0, 'e': 0.0}",20,11,16.804587248357038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'a': 0.0, 'e': 0.0}",25,7,34.544603867685375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,True,"{'a': 0.0, 'e': 0.0}",30,22,16.89228976091121,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,True,"{'a': 0.0, 'e': 0.0}",20,11,16.73294043669435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,True,"{'a': 0.0, 'e': 0.0}",25,14,18.55035728960649,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,True,"{'a': 0.0, 'e': 0.0}",20,12,16.392935250566016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,True,"{'a': 0.0, 'e': 0.0}",30,21,18.428155845365627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,True,"{'a': 0.0, 'e': 0.0}",20,16,9.653343247242159,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,True,"{'a': 0.0, 'e': 0.0}",25,14,20.126170803868494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'a': 0.0, 'e': 0.0}",30,24,11.803125894139999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,True,"{'a': 0.0, 'e': 0.0}",25,13,26.16210652177034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,True,"{'a': 0.0, 'e': 0.0}",20,14,10.907834862763615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,True,"{'a': 0.0, 'e': 0.0}",20,7,24.07671123075282,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,True,"{'a': 0.0, 'e': 0.0}",20,12,12.811703397585426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,True,"{'a': 0.0, 'e': 0.0}",20,12,14.831212193399274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,True,"{'a': 0.0, 'e': 0.0}",20,8,19.090610812629905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,True,"{'a': 0.0, 'e': 0.0}",30,16,25.00878812381976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,True,"{'a': 0.0, 'e': 0.0}",25,3,39.117722475131295,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,True,"{'a': 0.0, 'e': 0.0}",25,13,20.16699011832297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,True,"{'a': 0.0, 'e': 0.0}",30,14,26.438866582155523,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,True,"{'a': 0.0, 'e': 0.0}",30,22,15.135753300340735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,True,"{'a': 0.0, 'e': 0.0}",20,8,22.178593843449686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,True,"{'a': 0.0, 'e': 0.0}",25,19,12.267106992279034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,True,"{'a': 0.0, 'e': 0.0}",25,13,23.36729518379549,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'a': 0.0, 'e': 0.0}",20,15,9.959894977535141,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'a': 0.0, 'e': 0.0}",30,23,11.361346986555857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'a': 0.0, 'e': 0.0}",35,18,29.775467987818672,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,True,"{'a': 0.0, 'e': 0.0}",20,10,20.24051798190971,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'a': 0.0, 'e': 0.0}",25,14,17.828899046466773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,True,"{'a': 0.0, 'e': 0.0}",20,10,23.24655523244089,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,True,"{'a': 0.0, 'e': 0.0}",30,19,21.897612266357406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,True,"{'a': 0.0, 'e': 0.0}",20,12,17.734355663296146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,True,"{'a': 0.0, 'e': 0.0}",30,17,28.226536845017744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,True,"{'a': 0.0, 'e': 0.0}",25,18,14.377578290439152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,True,"{'a': 0.0, 'e': 0.0}",20,15,9.515568534593893,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,True,"{'a': 0.0, 'e': 0.0}",20,12,13.84247373088117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,True,"{'a': 0.0, 'e': 0.0}",20,14,10.83069114652105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,True,"{'a': 0.0, 'e': 0.0}",25,11,23.515713643590587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,True,"{'a': 0.0, 'e': 0.0}",20,12,15.028593726918299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,True,"{'a': 0.0, 'e': 0.0}",20,8,19.912135384436453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,True,"{'a': 0.0, 'e': 0.0}",20,12,15.71168744811052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,True,"{'a': 0.0, 'e': 0.0}",20,1,32.39835874119237,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,True,"{'a': 0.0, 'e': 0.0}",25,12,23.348702766477516,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'a': 0.0, 'e': 0.0}",30,13,30.46561886236203,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'a': 0.0, 'e': 0.0}",25,13,19.924857545092912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'a': 0.0, 'e': 0.0}",20,9,19.17300639097261,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'a': 0.0, 'e': 0.0}",20,14,11.298543807698234,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,True,"{'a': 0.0, 'e': 0.0}",25,13,22.053542902600213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'a': 0.0, 'e': 0.0}",20,11,17.989410535990817,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,True,"{'a': 0.0, 'e': 0.0}",30,13,27.772730462656426,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,True,"{'a': 0.0, 'e': 0.0}",30,18,29.076755859020157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'a': 0.0, 'e': 0.0}",20,6,25.63887892380484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'a': 0.0, 'e': 0.0}",30,13,29.522832107504446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'a': 0.0, 'e': 0.0}",25,8,30.674613445452792,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'a': 0.0, 'e': 0.0}",30,17,24.815630985367378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'a': 0.0, 'e': 0.0}",25,13,22.04975980872098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'a': 0.0, 'e': 0.0}",25,13,21.554180530965954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'a': 0.0, 'e': 0.0}",25,12,25.2166632606473,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'a': 0.0, 'e': 0.0}",35,22,23.353631900295255,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'a': 0.0, 'e': 0.0}",25,16,17.975895865336227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'a': 0.0, 'e': 0.0}",25,16,15.52054105828318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0.0, 'e': 0.0}",20,10,19.07875371515473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'a': 0.0, 'e': 0.0}",20,6,25.811482415360743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,True,"{'a': 0.0, 'e': 0.0}",30,22,18.416062001013852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'a': 0.0, 'e': 0.0}",35,21,28.461335574121996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'a': 0.0, 'e': 0.0}",20,9,19.71372363686824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,True,"{'a': 0.0, 'e': 0.0}",20,8,24.7867568094939,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,True,"{'a': 0.0, 'e': 0.0}",25,19,11.507127678894241,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,True,"{'a': 0.0, 'e': 0.0}",20,10,21.36661176217634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,True,"{'a': 0.0, 'e': 0.0}",30,19,25.159250220554256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,True,"{'a': 0.0, 'e': 0.0}",25,16,17.217088910993876,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,True,"{'a': 0.0, 'e': 0.0}",20,6,22.60147653405386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,True,"{'a': 0.0, 'e': 0.0}",20,12,18.023163093354466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,True,"{'a': 0.0, 'e': 0.0}",25,5,31.598438411660123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,True,"{'a': 0.0, 'e': 0.0}",35,22,22.25901772870755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,True,"{'a': 0.0, 'e': 0.0}",20,8,21.717913154159994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,True,"{'a': 0.0, 'e': 0.0}",25,11,30.0463489021397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,True,"{'a': 0.0, 'e': 0.0}",20,8,21.17107753115063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,True,"{'a': 0.0, 'e': 0.0}",25,14,20.029814369559382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,True,"{'a': 0.0, 'e': 0.0}",25,2,39.233493925520534,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,True,"{'a': 0.0, 'e': 0.0}",20,11,15.852977376933165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,True,"{'a': 0.0, 'e': 0.0}",20,9,21.638409413308704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,True,"{'a': 0.0, 'e': 0.0}",20,9,20.570172288394023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,True,"{'a': 0.0, 'e': 0.0}",25,11,25.331210231120306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,True,"{'a': 0.0, 'e': 0.0}",35,23,18.812584743534863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,True,"{'a': 0.0, 'e': 0.0}",20,14,11.757274791572044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,True,"{'a': 0.0, 'e': 0.0}",20,16,6.35632394621209,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,True,"{'a': 0.0, 'e': 0.0}",30,24,11.844177798152021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,True,"{'a': 0.0, 'e': 0.0}",20,8,20.475352412266943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,True,"{'a': 0.0, 'e': 0.0}",25,15,22.380691167544022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,True,"{'a': 0.0, 'e': 0.0}",35,23,17.429395610768367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,True,"{'a': 0.0, 'e': 0.0}",20,13,13.923377882093947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,True,"{'a': 0.0, 'e': 0.0}",25,12,23.104339315750646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,True,"{'a': 0.0, 'e': 0.0}",25,12,26.143313005610622,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,True,"{'a': 0.0, 'e': 0.0}",30,22,16.14532485779396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,True,"{'a': 0.0, 'e': 0.0}",20,15,12.096530892609616,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,True,"{'a': 0.0, 'e': 0.0}",20,9,16.97822526465268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,True,"{'a': 0.0, 'e': 0.0}",20,14,12.364010727965379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,True,"{'a': 0.0, 'e': 0.0}",25,11,24.914721536191582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,True,"{'a': 0.0, 'e': 0.0}",20,8,24.942215454682582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,True,"{'a': 0.0, 'e': 0.0}",30,17,21.59786040110127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,True,"{'a': 0.0, 'e': 0.0}",35,18,31.888300476017076,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,True,"{'a': 0.0, 'e': 0.0}",30,23,11.879390450941152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,True,"{'a': 0.0, 'e': 0.0}",20,14,11.674602617185137,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,True,"{'a': 0.0, 'e': 0.0}",20,3,27.71466004104129,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,True,"{'a': 0.0, 'e': 0.0}",20,10,18.742732253073463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,True,"{'a': 0.0, 'e': 0.0}",20,11,12.683567443326414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,True,"{'a': 0.0, 'e': 0.0}",25,10,26.611989827379716,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,True,"{'a': 0.0, 'e': 0.0}",30,23,14.793939471189468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,True,"{'a': 0.0, 'e': 0.0}",20,6,27.69890068612233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,True,"{'a': 0.0, 'e': 0.0}",25,12,23.312735121300612,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,True,"{'a': 0.0, 'e': 0.0}",25,13,25.37674918584592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,True,"{'a': 0.0, 'e': 0.0}",20,10,17.564764569770965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,True,"{'a': 0.0, 'e': 0.0}",25,13,20.84652603680602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,True,"{'a': 0.0, 'e': 0.0}",30,20,18.878353932928274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,True,"{'a': 0.0, 'e': 0.0}",20,15,10.092604425812421,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,True,"{'a': 0.0, 'e': 0.0}",20,13,12.036991264523254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,True,"{'a': 0.0, 'e': 0.0}",20,8,19.487911124133312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,True,"{'a': 0.0, 'e': 0.0}",20,3,28.218177692258234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,True,"{'a': 0.0, 'e': 0.0}",25,15,20.42194254155904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,True,"{'a': 0.0, 'e': 0.0}",25,13,24.705999782347625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,True,"{'a': 0.0, 'e': 0.0}",25,17,16.624690697980487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,True,"{'a': 0.0, 'e': 0.0}",25,19,10.996459560924237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,True,"{'a': 0.0, 'e': 0.0}",25,10,23.31962901180852,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,True,"{'a': 0.0, 'e': 0.0}",30,16,27.410736513232376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,True,"{'a': 0.0, 'e': 0.0}",30,19,21.85323025058947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,True,"{'a': 0.0, 'e': 0.0}",20,11,15.894011251860162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,True,"{'a': 0.0, 'e': 0.0}",20,12,15.768286939969121,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,True,"{'a': 0.0, 'e': 0.0}",20,13,14.362005720761648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,True,"{'a': 0.0, 'e': 0.0}",20,8,20.887846763420896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,True,"{'a': 0.0, 'e': 0.0}",25,15,18.26684189321598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,True,"{'a': 0.0, 'e': 0.0}",20,16,7.4267388468820705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,True,"{'a': 0.0, 'e': 0.0}",20,9,20.060357522076895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,True,"{'a': 0.0, 'e': 0.0}",25,8,31.80755828001611,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,True,"{'a': 0.0, 'e': 0.0}",20,2,30.10509913012442,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,True,"{'a': 0.0, 'e': 0.0}",20,13,12.187256519896287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,True,"{'a': 0.0, 'e': 0.0}",20,9,21.218869703762905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,True,"{'a': 0.0, 'e': 0.0}",20,11,16.105836671579628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,True,"{'a': 0.0, 'e': 0.0}",20,6,26.735925842815718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,True,"{'a': 0.0, 'e': 0.0}",20,10,20.0666152281445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,True,"{'a': 0.0, 'e': 0.0}",20,7,25.915476463507037,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
